Link_Malicioso,Dominio,Malicioso
http://safe-link.co/f8a5c8e9-8924-4f85-a282-9bab65d852ae,safe-link.co,0
http://dangerous-link.co/3bd54deb-0255-47a6-8540-3ae3aec93393,dangerous-link.co,1
http://dangerous-link.co/ede66ee1-64a4-468e-a513-153b49b407b7,dangerous-link.co,1
http://dangerous-link.co/8072c54f-bf82-4c8c-a75f-587689b737dc,dangerous-link.co,1
http://dangerous-link.co/a436c230-b9cd-4000-9899-a2879827e8f2,dangerous-link.co,1
http://safe-link.co/e118f210-3fc2-4e42-a157-74fa73b718bc,safe-link.co,0
http://safe-link.co/5a67bb4a-3785-48b9-8d56-9a252690fe33,safe-link.co,0
http://safe-link.co/c2eb50e2-c87e-4312-9756-5417fda5e5a9,safe-link.co,0
http://dangerous-link.co/81db9a87-8e73-46bc-9be9-d9e2e14653cb,dangerous-link.co,1
http://dangerous-link.co/c3416a19-2ab7-4e5c-86a6-51796bade9df,dangerous-link.co,1
http://safe-link.co/3f394748-d650-4f79-8756-fee700a558de,safe-link.co,0
http://safe-link.co/8bdde8ac-ff2d-4516-aed1-c1d595ddd8ed,safe-link.co,0
http://dangerous-link.co/66bf3381-4e10-4ae4-9e72-0363a03e1354,dangerous-link.co,1
http://safe-link.co/0d23aba8-5b0e-402d-8d6d-38fb2128f1bb,safe-link.co,0
http://safe-link.co/1260fe5f-f79f-465f-ab6a-b451595585d6,safe-link.co,0
http://dangerous-link.co/128d4917-d33a-4ff4-a60d-3bff758f88e8,dangerous-link.co,1
http://safe-link.co/f769bc9c-c2ec-4713-8066-19b439f2519a,safe-link.co,0
http://dangerous-link.co/abd4fb79-6aa6-4ac9-951e-5ff6b2a0c78d,dangerous-link.co,1
http://dangerous-link.co/c6ccecca-b1d8-48fd-bb47-c33a27a54b89,dangerous-link.co,1
http://dangerous-link.co/57065259-8bdf-45e3-a062-f7dee0554787,dangerous-link.co,1
http://dangerous-link.co/37a10ff2-5c55-4147-afd2-0e919adaef03,dangerous-link.co,1
http://dangerous-link.co/e54fcad1-15d1-4e31-bb7a-c1060f0847d1,dangerous-link.co,1
http://dangerous-link.co/a56a59dd-3535-4226-a407-3e8a9b1f4ad1,dangerous-link.co,1
http://safe-link.co/d3908153-09cb-4fe8-a09f-5e4eace38d8f,safe-link.co,0
http://dangerous-link.co/b3accde0-b128-45af-9306-0a89e5913c58,dangerous-link.co,1
http://dangerous-link.co/c1edeb3c-5885-40ba-9bd5-e6534ed2442c,dangerous-link.co,1
http://dangerous-link.co/406fa0d6-81b2-4a61-b613-9105bb7ecb40,dangerous-link.co,1
http://safe-link.co/2a82200e-683d-4515-890c-82a5595cfe62,safe-link.co,0
http://dangerous-link.co/b420b8e5-e1bd-4012-8f71-4ed633a01cdb,dangerous-link.co,1
http://dangerous-link.co/acf2ad1c-4a5e-4b64-8c42-ef14e158895f,dangerous-link.co,1
http://dangerous-link.co/bfcb522c-f753-47ab-9b8e-9eac908915ff,dangerous-link.co,1
http://safe-link.co/4b0b1107-5d06-45ad-afef-2fb035a59c2c,safe-link.co,0
http://dangerous-link.co/8650a89c-f139-4d57-8150-438f8c469afc,dangerous-link.co,1
http://dangerous-link.co/39fc492e-cdcf-4269-9353-3b5beb15ff00,dangerous-link.co,1
http://safe-link.co/00620d65-eb03-4520-946b-560a2638b16b,safe-link.co,0
http://safe-link.co/3fbefa17-afa7-4ee5-8496-935ddcd772a8,safe-link.co,0
http://safe-link.co/610f9504-ecbf-4485-990a-e21d0def54b0,safe-link.co,0
http://safe-link.co/08def90d-c5bd-4af7-b287-d29e1a1fcae2,safe-link.co,0
http://safe-link.co/cb44394f-bac3-42ca-bd50-fad6d88ab4d3,safe-link.co,0
http://safe-link.co/9bc90825-8ebe-423d-b137-560550cf87d7,safe-link.co,0
http://dangerous-link.co/646e03bc-bb3e-4a53-8797-630e61144472,dangerous-link.co,1
http://dangerous-link.co/3561f53d-b999-4e8d-a5cc-b57252ec8eb9,dangerous-link.co,1
http://safe-link.co/0261246a-372f-4813-89e1-897fbb382da7,safe-link.co,0
http://safe-link.co/316d9a19-98f3-42c0-a4b0-19f11d0d6a2c,safe-link.co,0
http://dangerous-link.co/bab4dd63-63f9-44b9-9fd7-34e7f1453f39,dangerous-link.co,1
http://safe-link.co/638ec583-c959-4515-b688-f34a61705f58,safe-link.co,0
http://dangerous-link.co/75039111-5c7d-492b-9ad5-392ffa3cc22b,dangerous-link.co,1
http://dangerous-link.co/b4ea8833-feab-4eaf-9439-e32767fa4fb2,dangerous-link.co,1
http://dangerous-link.co/76b0fd6b-28ce-4c7f-8e20-f96e131e3f29,dangerous-link.co,1
http://dangerous-link.co/999709fc-bbfa-4c54-814c-eb330bb16ad1,dangerous-link.co,1
http://dangerous-link.co/eb6c48e5-09bc-4ffe-9678-de73259b6c9f,dangerous-link.co,1
http://dangerous-link.co/e371bcc7-597f-46f9-8fbd-861fcf46664d,dangerous-link.co,1
http://safe-link.co/0e082dd7-0572-44d1-a518-bfab614bee4b,safe-link.co,0
http://dangerous-link.co/92d43f83-ac40-479e-a267-acc80ffd5a58,dangerous-link.co,1
http://dangerous-link.co/3f91d895-ef12-48f6-95ab-9e3069f0e82a,dangerous-link.co,1
http://dangerous-link.co/0b99a716-ffdd-4d65-8aea-e12c930f8264,dangerous-link.co,1
http://dangerous-link.co/8ac21deb-b5f2-4339-afd9-0cc9cae529ba,dangerous-link.co,1
http://safe-link.co/d0e66316-07dc-471f-974b-039e94a826a7,safe-link.co,0
http://dangerous-link.co/d9ef9927-9da4-459e-afd6-2f3e4669b6c9,dangerous-link.co,1
http://safe-link.co/d6dd5e4e-5cff-42c7-812a-c3c76022cd05,safe-link.co,0
http://dangerous-link.co/da72fb01-b38f-451f-8a96-c4f2477cd2ab,dangerous-link.co,1
http://dangerous-link.co/842a97fa-381e-4f29-9c02-f83afc20a74c,dangerous-link.co,1
http://dangerous-link.co/2a6e7f2e-1645-48f8-8629-b0419753ed0a,dangerous-link.co,1
http://safe-link.co/0459bbca-6f5f-4a3e-8342-c3711402d2b2,safe-link.co,0
http://dangerous-link.co/08870f0c-8420-4e7b-a265-17f91bce8b22,dangerous-link.co,1
http://dangerous-link.co/9c89d605-3c0c-4030-8fab-89024af8b7b3,dangerous-link.co,1
http://dangerous-link.co/f84363c2-5134-42f4-b9fe-17f17bdc760d,dangerous-link.co,1
http://dangerous-link.co/e78e2b26-aea4-4f53-baac-705868458a0f,dangerous-link.co,1
http://safe-link.co/71e15e2c-95b5-4f31-b184-9566521fc033,safe-link.co,0
http://safe-link.co/c59960c3-b666-4fa3-9684-4ca6b1b15d94,safe-link.co,0
http://dangerous-link.co/4cc0f9d4-c8e2-4cf0-8b2f-8e2e00be5472,dangerous-link.co,1
http://safe-link.co/2df1c320-455c-41b4-bdbc-070e66cff684,safe-link.co,0
http://dangerous-link.co/05189262-92cf-4bae-80cc-2165f077e5c6,dangerous-link.co,1
http://dangerous-link.co/84897806-f75b-44e3-ac81-e14f77974857,dangerous-link.co,1
http://safe-link.co/3be0b3b2-7c88-40df-b8ae-577d3441b5aa,safe-link.co,0
http://safe-link.co/69dda7da-b74e-4d64-9d8c-9a4cb257ca11,safe-link.co,0
http://safe-link.co/50da6c12-6f2a-4b48-abe4-cd3b21c1d0dd,safe-link.co,0
http://dangerous-link.co/f36cc093-18a0-4c0e-850d-cedcd81f92d9,dangerous-link.co,1
http://dangerous-link.co/d1535130-f4b5-4752-bc74-0a4106622123,dangerous-link.co,1
http://safe-link.co/6927025b-e21c-49a4-b297-1af075918538,safe-link.co,0
http://dangerous-link.co/f76f4202-53dd-41ce-ae15-f79a0e2c629d,dangerous-link.co,1
http://safe-link.co/e4e6c159-f18e-4fea-8899-171061845ec7,safe-link.co,0
http://dangerous-link.co/adb82131-477e-4b50-b273-fc7e947d8233,dangerous-link.co,1
http://safe-link.co/e996f187-0f69-428c-8cc4-096dae0b3959,safe-link.co,0
http://safe-link.co/88565aa0-7a85-46a4-8a29-318601405aed,safe-link.co,0
http://safe-link.co/85ce2ccc-2df9-4ae4-87ba-b79ac749a4fb,safe-link.co,0
http://dangerous-link.co/fe092857-54b3-458a-9807-eef2ddfda2cc,dangerous-link.co,1
http://safe-link.co/b17aaa95-80e3-4103-a66a-473ca7b60e9c,safe-link.co,0
http://dangerous-link.co/dabb0572-3074-47f3-8802-db830d187128,dangerous-link.co,1
http://safe-link.co/f7a5892b-63bf-4b63-a218-7d7cc26e02ef,safe-link.co,0
http://dangerous-link.co/40df73bb-f937-4380-93a0-d6ade6e6a248,dangerous-link.co,1
http://safe-link.co/167b549d-0b09-48aa-9f2d-bb23f4b492ce,safe-link.co,0
http://safe-link.co/4e5f3752-3630-429c-b184-306abd601b9d,safe-link.co,0
http://dangerous-link.co/1e00a3ea-9ef3-4405-908d-d5d1e0bfce8e,dangerous-link.co,1
http://dangerous-link.co/a2e06015-8b86-4b4e-ac8a-8f4953a2aebf,dangerous-link.co,1
http://dangerous-link.co/c03bf790-11aa-4bf4-afd1-f0fc0bf0a2a9,dangerous-link.co,1
http://safe-link.co/e6c1151e-56e1-47e9-8a13-fe00d0aa029f,safe-link.co,0
http://safe-link.co/d150f5af-4f1c-4978-a297-c5a90f36dd22,safe-link.co,0
http://dangerous-link.co/fdd7171a-829e-4afd-9252-5697874c3a98,dangerous-link.co,1
http://safe-link.co/71abf118-5c90-4a1b-a057-358c39d004ff,safe-link.co,0
http://safe-link.co/527d57af-9030-4536-9581-01d6e13ecfc0,safe-link.co,0
http://dangerous-link.co/ed3a3c44-b6e7-4ea1-910f-0474b34f67c7,dangerous-link.co,1
http://safe-link.co/6388f039-3e34-4696-a1be-18aa9744b314,safe-link.co,0
http://dangerous-link.co/a76e0888-2ea0-4d56-8e0e-ae0e8b32ba4a,dangerous-link.co,1
http://dangerous-link.co/fc29cdcd-0dce-4ebf-866d-f8fe2896ff00,dangerous-link.co,1
http://dangerous-link.co/bda83af2-5e0f-4dfe-bf11-645c220c5c43,dangerous-link.co,1
http://dangerous-link.co/627235f3-0a52-4865-986d-2b1167a80f9b,dangerous-link.co,1
http://safe-link.co/607e873f-7867-41dd-8b19-d3c02c125fc8,safe-link.co,0
http://safe-link.co/1113f02d-59ea-433b-826f-d1f8fca77dd9,safe-link.co,0
http://dangerous-link.co/02760334-e9f8-444e-886e-7e2873f9e3e5,dangerous-link.co,1
http://safe-link.co/6f073bef-5d46-4a56-a39f-067011464c02,safe-link.co,0
http://dangerous-link.co/ee0ecaaf-a359-48dc-804e-63f69caf3d7b,dangerous-link.co,1
http://safe-link.co/8e115bcb-d58a-4d24-a697-8eda51fc23bc,safe-link.co,0
http://safe-link.co/dbf20d9b-e1c2-4b91-968a-dc582b6ccee4,safe-link.co,0
http://dangerous-link.co/508a8529-ec81-45bc-9161-edb3c940b79e,dangerous-link.co,1
http://safe-link.co/2bff81e3-1ff1-4e07-ae83-b36026c40522,safe-link.co,0
http://safe-link.co/17973384-1e2f-4d64-adbd-d7c1855900cd,safe-link.co,0
http://dangerous-link.co/7d8af3c4-0473-425e-b877-bfd663f77427,dangerous-link.co,1
http://safe-link.co/b316bf5e-354c-4e40-9436-5b6865f02b5a,safe-link.co,0
http://safe-link.co/c8ec4a93-cee0-47c4-b5e9-8acba194e6c4,safe-link.co,0
http://safe-link.co/e4a8e506-ad20-42d6-ade8-c39b3424064b,safe-link.co,0
http://dangerous-link.co/b777874f-e888-49db-b935-298816d9af3f,dangerous-link.co,1
http://dangerous-link.co/a0590c9a-ed51-4687-ba42-316b07d787f3,dangerous-link.co,1
http://dangerous-link.co/26f9c145-4a3a-423d-989a-8a04f747e002,dangerous-link.co,1
http://safe-link.co/cea50d22-3e71-45fb-9d0f-c6d70f1e010f,safe-link.co,0
http://dangerous-link.co/40858213-d920-4b0e-b13c-70bb9cf085da,dangerous-link.co,1
http://safe-link.co/17d21d98-eb0e-42ae-93a1-b327d7373945,safe-link.co,0
http://dangerous-link.co/bd60fab5-f21a-4e47-b841-f5468ee18ab6,dangerous-link.co,1
http://dangerous-link.co/6ed5fdc2-6fe3-40a8-9444-59f3080ea8d5,dangerous-link.co,1
http://dangerous-link.co/5c892792-8567-4e6a-938a-121f256594c8,dangerous-link.co,1
http://dangerous-link.co/1cd61c6b-83c5-4be3-80f6-ac4fb92f0342,dangerous-link.co,1
http://dangerous-link.co/b1903750-e254-490f-b396-a8c5bac767ab,dangerous-link.co,1
http://safe-link.co/44d7f8f6-d91c-4a09-9b81-49d247b8b9fc,safe-link.co,0
http://dangerous-link.co/8e53e8b8-053a-4bc8-85e6-84e3642e718f,dangerous-link.co,1
http://dangerous-link.co/07fe8868-0e5d-47e6-842f-6223a42a96d6,dangerous-link.co,1
http://dangerous-link.co/ab0d97c2-eac2-4e08-89a0-d72448870816,dangerous-link.co,1
http://safe-link.co/8fae0b98-b7c2-4c4c-b4cf-89ed44b6ca30,safe-link.co,0
http://safe-link.co/a0501653-66a7-4452-9fdc-76f14f3b9854,safe-link.co,0
http://safe-link.co/7e98a088-da8a-407c-a25b-f0d415473b1b,safe-link.co,0
http://dangerous-link.co/6c383dd4-45c7-46a2-88b6-84d309870d9b,dangerous-link.co,1
http://safe-link.co/15b153b1-9d72-4b1d-a3b6-ab059b85f0f5,safe-link.co,0
http://safe-link.co/374e13ea-e190-4b70-9779-8a864e80227c,safe-link.co,0
http://dangerous-link.co/0dfb4a15-f6eb-4225-9085-d1645e8b744a,dangerous-link.co,1
http://safe-link.co/e0156874-f13f-4549-a44e-1241cb348e7b,safe-link.co,0
http://safe-link.co/10b120e8-75cd-42a9-bfdf-dad6ada373b1,safe-link.co,0
http://dangerous-link.co/6a5bb88c-cd22-4eea-aef8-820c04728b61,dangerous-link.co,1
http://dangerous-link.co/672a2d71-332e-4dc7-a551-ec35963102ab,dangerous-link.co,1
http://dangerous-link.co/ef59c7e6-39e3-40e7-9d4e-a3f1f175c3a2,dangerous-link.co,1
http://dangerous-link.co/73b73e54-08ba-4d95-bec8-dd2cc82c505b,dangerous-link.co,1
http://dangerous-link.co/4f27a1a4-daab-4d99-b686-4d0ca5574c7d,dangerous-link.co,1
http://safe-link.co/f224875c-7f22-4854-ae2c-f6a41b6ff8a0,safe-link.co,0
http://dangerous-link.co/3034b214-e90e-435f-8654-2a10859bfce2,dangerous-link.co,1
http://safe-link.co/1731e59a-88e7-4b93-a81f-217f53408c35,safe-link.co,0
http://dangerous-link.co/93933d20-d9d9-4c7e-b2b9-590d5844c86b,dangerous-link.co,1
http://dangerous-link.co/6925dfe5-a9e4-4c6b-8884-cd53eaebb42e,dangerous-link.co,1
http://safe-link.co/3d61d099-4a67-43f3-b408-5878530caefc,safe-link.co,0
http://safe-link.co/2596bf43-3b50-4f18-8484-4adfe611ca78,safe-link.co,0
http://safe-link.co/5e2c636d-a6ca-4983-934a-e0e7e6c23381,safe-link.co,0
http://safe-link.co/b4644b4c-4c93-4208-8b39-0daee2caafe2,safe-link.co,0
http://safe-link.co/eb44ec33-41f3-4e3f-a69c-3ea848251cf6,safe-link.co,0
http://dangerous-link.co/208c256f-3ea5-4cb8-93a7-e93cb7b1c79e,dangerous-link.co,1
http://safe-link.co/7f7e023b-9cff-4cca-b735-103b0caeeb2f,safe-link.co,0
http://safe-link.co/93f9daea-27e9-4608-befc-dc967b7f6478,safe-link.co,0
http://safe-link.co/9f72dcbf-ec10-4f44-91f5-54c37c9293b6,safe-link.co,0
http://safe-link.co/16a7b929-2fe9-4677-8246-b9214e0dba1f,safe-link.co,0
http://safe-link.co/a90f9720-46da-49b9-81a2-3927bec8383f,safe-link.co,0
http://dangerous-link.co/fabed379-fb41-4be8-97df-91a3a286ef21,dangerous-link.co,1
http://dangerous-link.co/e3c9c3ed-78fd-49b1-8ff6-c645a9c67dd9,dangerous-link.co,1
http://dangerous-link.co/9611df0d-cc46-4c68-9fbf-fe01db27b221,dangerous-link.co,1
http://safe-link.co/95bfe353-e33f-4c7c-a3c6-29db200d3281,safe-link.co,0
http://dangerous-link.co/90b571ec-3323-4135-92ba-7ec1c0143e4e,dangerous-link.co,1
http://safe-link.co/af4e8857-0dbf-471a-97ce-6141d3e57212,safe-link.co,0
http://safe-link.co/12c03c01-d18f-4cab-8574-614110d65594,safe-link.co,0
http://dangerous-link.co/294eac67-e64b-456c-810c-893cf463f600,dangerous-link.co,1
http://dangerous-link.co/2b5cc8e3-7fdb-4c10-a02b-1fc10f4a8b1b,dangerous-link.co,1
http://safe-link.co/65ed958e-1d06-48eb-90cb-220bb5ebcb56,safe-link.co,0
http://dangerous-link.co/9623e278-f06e-46ac-a0da-4851e8cd8dd0,dangerous-link.co,1
http://dangerous-link.co/e95f0538-e737-487a-86f3-221b5133db26,dangerous-link.co,1
http://safe-link.co/73daf0a8-fb8f-499e-b75f-3fb274360b81,safe-link.co,0
http://safe-link.co/2735415d-de21-43ec-a8e4-163979608581,safe-link.co,0
http://safe-link.co/88a7555f-c272-4bab-a267-0797955838c9,safe-link.co,0
http://dangerous-link.co/20180de6-34ee-487c-aeb9-76ec1d3ee181,dangerous-link.co,1
http://dangerous-link.co/14be7f09-228c-4741-aa84-68dc96b01032,dangerous-link.co,1
http://dangerous-link.co/739257eb-bf9b-4662-a7e3-274b9a1fa517,dangerous-link.co,1
http://safe-link.co/bfffc392-c325-40c7-b873-3ac93bddc79f,safe-link.co,0
http://safe-link.co/1bee6170-e866-42ea-84f5-c503455d0ebf,safe-link.co,0
http://safe-link.co/93e97139-26ec-4082-8414-eba00b6b3d58,safe-link.co,0
http://safe-link.co/2e222670-a765-4436-a69b-961fba6bf1ad,safe-link.co,0
http://dangerous-link.co/51434799-e842-4189-bc76-d13390acb7dc,dangerous-link.co,1
http://dangerous-link.co/8f430135-521a-42fc-8129-a78a54fd4ea9,dangerous-link.co,1
http://safe-link.co/87236107-b262-44cb-8a5c-8bc1966b3970,safe-link.co,0
http://dangerous-link.co/c4ab7a5e-6946-4d90-9204-fbbed059259d,dangerous-link.co,1
http://safe-link.co/8a5e1f20-70b7-452e-9128-664cf7f84eab,safe-link.co,0
http://safe-link.co/b9f6183a-edb0-497e-ac01-82283eada3f1,safe-link.co,0
http://safe-link.co/d6375763-6dbd-45da-8bc5-dddee794f0a2,safe-link.co,0
http://dangerous-link.co/1543ff86-1f00-43e0-b562-7c016113acbb,dangerous-link.co,1
http://safe-link.co/bc24c8e2-6820-46d0-8d49-ba449d0297c4,safe-link.co,0
http://dangerous-link.co/6842ac00-a0d3-4295-abe0-801b2de3b3c5,dangerous-link.co,1
http://dangerous-link.co/e5e254ea-5283-4d6a-8468-154dafc7015c,dangerous-link.co,1
http://dangerous-link.co/dc624d22-ff31-4392-bfd9-cd0eb5385b7e,dangerous-link.co,1
http://dangerous-link.co/3082cea2-6e68-42a9-a0fb-6119f292084f,dangerous-link.co,1
http://dangerous-link.co/9b86ef75-6bd0-4fa7-9e7d-88a75c4cc584,dangerous-link.co,1
http://safe-link.co/dcedf9c6-af34-4a8c-a376-1e7ad675dd5d,safe-link.co,0
http://safe-link.co/05855df2-da7d-4dd6-a4b5-942aff558ed8,safe-link.co,0
http://dangerous-link.co/9e5a2ad2-b7e2-4914-883a-32e80a49ced2,dangerous-link.co,1
http://dangerous-link.co/fad0dba9-424f-4c9a-ab08-2722096b013c,dangerous-link.co,1
http://safe-link.co/a2535ef0-e1b7-423b-a59a-82922d7f9d19,safe-link.co,0
http://safe-link.co/07ea09fa-a6d3-413f-ba87-245e258cf4eb,safe-link.co,0
http://dangerous-link.co/ab82aba8-7c0d-499e-a755-620da1b56ce6,dangerous-link.co,1
http://dangerous-link.co/dbd3cd68-e108-4e2a-a403-6a6a5f5c6da2,dangerous-link.co,1
http://safe-link.co/d0772695-251a-48a1-98c2-6d75973b7c6a,safe-link.co,0
http://dangerous-link.co/3d0561fd-97f0-4581-afe8-fcdb64d8462d,dangerous-link.co,1
http://safe-link.co/127a36c6-305f-4dc1-80a0-0803db60fc07,safe-link.co,0
http://dangerous-link.co/7aa9c4a2-d3cb-4a56-89a9-41a83b23abf2,dangerous-link.co,1
http://dangerous-link.co/b42a976f-ac28-43e6-9331-87101865ed6f,dangerous-link.co,1
http://safe-link.co/6939b764-2446-4a12-a99e-4413e06dfeda,safe-link.co,0
http://dangerous-link.co/05ac0634-d958-4efe-8cb2-7a1ec295223a,dangerous-link.co,1
http://safe-link.co/40037f98-6471-4f7f-b4ff-9a74d3a62036,safe-link.co,0
http://dangerous-link.co/b5285688-16f6-4954-af98-d1f2016963e7,dangerous-link.co,1
http://safe-link.co/a494fcdf-d9c3-4c36-98d8-7060b7bcef5f,safe-link.co,0
http://dangerous-link.co/4e8c6b17-a1d6-4015-b248-7a62c2a9ad0c,dangerous-link.co,1
http://safe-link.co/b46efd5c-16b6-4a8e-954d-eda59621e52a,safe-link.co,0
http://safe-link.co/e925f1cc-db20-4bbb-a78d-0d30c5bae4b4,safe-link.co,0
http://dangerous-link.co/2d387d50-0a5b-4ab0-9b7f-1f9d78098f72,dangerous-link.co,1
http://dangerous-link.co/3d547e79-ab75-451c-b7cf-3463dcd5faa1,dangerous-link.co,1
http://dangerous-link.co/15bec150-1e94-4917-ab60-832d19b0360d,dangerous-link.co,1
http://safe-link.co/7bb6300f-649b-4d6b-9d63-72e6a16109f3,safe-link.co,0
http://safe-link.co/9cc135e7-e6c9-4985-84ff-0dc54e2db65d,safe-link.co,0
http://safe-link.co/f010c8be-e1f7-4e9f-9d51-b1e66dc39488,safe-link.co,0
http://dangerous-link.co/05d4d5a3-8637-4cf4-938e-94a8e815e1f8,dangerous-link.co,1
http://safe-link.co/b3b158dd-d167-4500-8da1-5506da7c0b45,safe-link.co,0
http://dangerous-link.co/c75d96f0-4b64-409e-aff5-89df1b598b8d,dangerous-link.co,1
http://safe-link.co/8e603f18-4641-4435-9821-49f73231ef59,safe-link.co,0
http://dangerous-link.co/d6ec09d1-f93c-467e-a1a1-7fc02669e49e,dangerous-link.co,1
http://dangerous-link.co/50c48d99-9a9b-4f50-8497-df75e92588b8,dangerous-link.co,1
http://safe-link.co/6fe6a02d-7edc-4b66-b420-416eda2eae99,safe-link.co,0
http://safe-link.co/95324b41-ed31-423f-9981-763bc5e2abfc,safe-link.co,0
http://safe-link.co/cbd384db-4128-405f-aa93-35bb9af40f6b,safe-link.co,0
http://dangerous-link.co/5893a5b6-bd7e-40c4-bf13-5f808fb3d601,dangerous-link.co,1
http://dangerous-link.co/f89ecb74-08be-4fc3-af64-85d49a7fc2da,dangerous-link.co,1
http://dangerous-link.co/76db566e-3285-4267-8355-51dc3c6002a9,dangerous-link.co,1
http://dangerous-link.co/dec7c44a-4d7b-4213-b446-de869586a76e,dangerous-link.co,1
http://safe-link.co/1a40b6bd-45ff-46b0-b53b-18209169b838,safe-link.co,0
http://dangerous-link.co/87e0aed4-a4ba-46a9-a057-5c0231dd9506,dangerous-link.co,1
http://safe-link.co/224675dc-279b-4d2f-bc19-7d31e9d90a24,safe-link.co,0
http://dangerous-link.co/e21730bb-2d10-45d8-81b1-04de02292283,dangerous-link.co,1
http://dangerous-link.co/2867faba-5e00-42dd-9c79-9e3fdf2369dd,dangerous-link.co,1
http://safe-link.co/bf748380-6873-43c9-bc1d-b018d1e7e70e,safe-link.co,0
http://safe-link.co/da08ccb8-f86d-4e4e-811c-cff28893d23b,safe-link.co,0
http://safe-link.co/2b1098fc-8aeb-48d2-9329-b766be17bbc1,safe-link.co,0
http://dangerous-link.co/390ff0a8-ecc4-4348-ad70-8951c8e46972,dangerous-link.co,1
http://dangerous-link.co/6e6e2d04-3910-4fc3-9038-40de9bc51a67,dangerous-link.co,1
http://dangerous-link.co/473ba693-96de-4a20-9380-cd65ea86b4bb,dangerous-link.co,1
http://safe-link.co/35ad3543-e65c-429d-9058-e4db3461b469,safe-link.co,0
http://dangerous-link.co/c2d04a6f-8f1b-4899-a817-3e0eb76d77ec,dangerous-link.co,1
http://dangerous-link.co/949c4dc8-f802-4d8f-8cc4-10acb5f22564,dangerous-link.co,1
http://safe-link.co/dbe8f16f-4729-485a-bda6-0662b054dcd3,safe-link.co,0
http://safe-link.co/bf96450a-c723-437d-a28a-994bb3dedf88,safe-link.co,0
http://safe-link.co/27fedd7d-4623-43cf-9d4b-e0f1cab8937b,safe-link.co,0
http://dangerous-link.co/27dc3744-0332-4dfe-9606-e9f20beb0550,dangerous-link.co,1
http://dangerous-link.co/a859c746-1177-407d-ad99-e6abeb5f9250,dangerous-link.co,1
http://dangerous-link.co/a726fb8d-43ee-44a4-b151-59e8d56374c7,dangerous-link.co,1
http://dangerous-link.co/9925db11-5297-414a-a502-c509eb51a21e,dangerous-link.co,1
http://safe-link.co/4db4e71b-5f1e-4c53-8425-375877ed8b1e,safe-link.co,0
http://dangerous-link.co/65f95f7e-5067-44b6-b173-54a36679ff46,dangerous-link.co,1
http://safe-link.co/042802c8-a466-4fca-a538-5c6f2e57ffb7,safe-link.co,0
http://dangerous-link.co/e5b2d7b9-634e-46b9-83e6-7be78de0a8a0,dangerous-link.co,1
http://dangerous-link.co/b72a5d1a-cd00-40a0-b734-05ce1a124b06,dangerous-link.co,1
http://dangerous-link.co/c32b0a9f-abf1-498c-8cfb-b76990e441f1,dangerous-link.co,1
http://dangerous-link.co/de1add58-dc14-48c4-95e8-46b5f0a1cdca,dangerous-link.co,1
http://dangerous-link.co/b8ce0afd-711b-4e8e-8f37-784ac2d90c97,dangerous-link.co,1
http://safe-link.co/fa2b841a-e869-48a2-81a9-3cdf4083a199,safe-link.co,0
http://dangerous-link.co/5da6439a-2ec2-442d-bbc8-4eaf841d1348,dangerous-link.co,1
http://safe-link.co/8556ba51-a96e-4676-baa9-70a18c1a481a,safe-link.co,0
http://safe-link.co/0b404c2d-5cf2-4fdf-a3aa-b076a578dbef,safe-link.co,0
http://dangerous-link.co/96551b2b-0db7-4f97-a156-b6f22dfc2eef,dangerous-link.co,1
http://safe-link.co/a2ddd91d-fa9c-4f8d-8860-a7b2b8872be1,safe-link.co,0
http://safe-link.co/07d500ec-5af0-498e-b9be-d5f6ea4f65f3,safe-link.co,0
http://safe-link.co/a5227a70-3938-4628-813a-cbbe2e4fa921,safe-link.co,0
http://dangerous-link.co/30bd5d33-f5de-492a-8cf1-4007935e2821,dangerous-link.co,1
http://dangerous-link.co/4c53dbfe-09cc-48b9-b717-5ae67db9e98f,dangerous-link.co,1
http://dangerous-link.co/b17942bb-c1ef-488b-9ba1-aa680089774e,dangerous-link.co,1
http://safe-link.co/3438f4aa-1079-4efa-b8c4-c95d3e8a8ae4,safe-link.co,0
http://dangerous-link.co/3353b8ad-e6ff-471c-a336-61f0eb36ca79,dangerous-link.co,1
http://dangerous-link.co/0cf7dea9-3d30-4937-8135-65b425cacbb9,dangerous-link.co,1
http://safe-link.co/7a983a2b-9741-42b0-baee-b21df4d75bb7,safe-link.co,0
http://safe-link.co/284d2afb-4332-4331-87db-1dd3be59736a,safe-link.co,0
http://safe-link.co/b4d3a082-c7c1-48b1-8f41-06f3ece572ce,safe-link.co,0
http://safe-link.co/fab2bc66-ba51-4cb5-90ae-7ee185c0728d,safe-link.co,0
http://safe-link.co/41e41d9c-499c-4751-85d9-4b1e7aed5d7d,safe-link.co,0
http://safe-link.co/e801387e-afbb-44c5-8cef-c4af3f197cf5,safe-link.co,0
http://dangerous-link.co/9c5819ba-64c1-4839-bce1-d0111c7e5d52,dangerous-link.co,1
http://safe-link.co/a333f3d3-3a47-4eb3-a41e-20f0bd0ba200,safe-link.co,0
http://safe-link.co/2311a9ea-c766-4722-a093-e074249845d9,safe-link.co,0
http://safe-link.co/75000f52-bbba-47bd-ade6-fc6ef3502562,safe-link.co,0
http://dangerous-link.co/5b0dcd89-37a8-44e7-9dda-95ffb6488d8b,dangerous-link.co,1
